,hotel_name,published_date,rating,review,review_language,title,trip_date,tokens,Stemming,Lemmatisation
651,Center Parcs Le Bois aux Daims,24 juillet 2018,5,Le centre est trop cher sur le supermarché Manque poubelle alimentaireClimatisationWifi gratuitPrévoir vélosMoustiquaire sur les litsRéseau 4G Prévoir un train de courtoisie pour ce rendre au dôme,fr,Aménagement Cottage, juillet 2018,"['centre', 'cher', 'supermarche', 'manque', 'poubelle', 'alimentaireclimatisationwifi', 'gratuitprevoir', 'velosmoustiquaire', 'litsreseau', 'prevoir', 'train', 'courtoisie', 'rendre', 'dome']","['centre', 'cher', 'supermarche', 'manque', 'poubelle', 'alimentaireclimatisationwifi', 'gratuitprevoir', 'velosmoustiquaire', 'litsreseau', 'prevoir', 'train', 'courtoisie', 'rendre', 'dome']","['centr', 'cher', 'supermarch', 'manqu', 'poubel', 'alimentaireclimatisationwif', 'gratuitprevoir', 'velosmoustiquair', 'litsreseau', 'prevoir', 'train', 'courtois', 'rendr', 'dom']"
652,Center Parcs Le Bois aux Daims,24 juillet 2018,4,Découverte du site center parcs aux bois aux daims très agréable en tous points.Le calme et la proximité des daims.Le monde dans l'Aquamondo très agréable nous étions pas les uns sur les autresLe seul petit bémol manque d'activité pour les ados 13-17 ans,fr,Superbe vacances, juillet 2018,"['decouverte', 'agreable', 'points le', 'calme', 'proximite', 'daims le', 'monde', 'l aquamondo', 'agreable', 'uns', 'autresle', 'seul', 'petit', 'bemol', 'manque', 'd activite', 'ados', '13 17']","['decouverte', 'agreable', 'points le', 'calme', 'proximite', 'daims le', 'monde', 'l aquamondo', 'agreable', 'un', 'autresle', 'seul', 'petit', 'bemol', 'manque', 'd activite', 'ado', '13 17']","['decouvert', 'agreabl', 'points l', 'calm', 'proximit', 'daims l', 'mond', 'l aquamondo', 'agreabl', 'un', 'autresl', 'seul', 'pet', 'bemol', 'manqu', 'd activit', 'ados', '13 17']"
653,Center Parcs Le Bois aux Daims,25 juillet 2018,4,"Il y a surement des couacs dans une infrastructure énorme, mais dans l'ensemble, c'est un endroit rêver pour de la quiétude, des activités très diverses, et le centre Aqua... Cela vaut le détour à des vacances traditionnelles pour des familles...",fr,"Proche de la nature, comfortable, top pour les enfants", juillet 2018,"['surement', 'couacs', 'infrastructure', 'enorme', 'l ensemble', 'endroit', 'rever', 'quietude', 'activites', 'diverses', 'centre', 'vaut', 'detour', 'vacances', 'traditionnelles', 'familles']","['surement', 'couacs', 'infrastructure', 'enorme', 'l ensemble', 'endroit', 'rever', 'quietude', 'activites', 'diver', 'centre', 'vaut', 'detour', 'vacances', 'traditionnelles', 'familles']","['sur', 'couac', 'infrastructur', 'enorm', 'l ensembl', 'endroit', 'rev', 'quietud', 'activit', 'divers', 'centr', 'vaut', 'detour', 'vacanc', 'traditionnel', 'famill']"
654,Center Parcs Le Bois aux Daims,22 juillet 2018,4,"Séjour très reposant au milieu de la nature, des daims s'approchant à quelques mètres de vote cottage pour vous dire bonjour ! L'incontournable dôme avec des toboggans divers et variés, beaucoup de monde et d'attente pour les attractions néanmoins. Les cottages sont très bien équipés avec trois niveaux de finition, le premier étant à mon sens suffisant.",fr,Très reposant, juin 2018,"['reposant', 'milieu', 'nature', 's approchant', 'quelques', 'metres', 'vote', 'dire', 'bonjour', 'l incontournable', 'dome', 'toboggans', 'divers', 'varies', 'beaucoup', 'monde', 'd attente', 'attractions', 'neanmoins', 'bien', 'equipes', 'trois', 'niveaux', 'finition', 'premier', 'sens', 'suffisant']","['reposant', 'milieu', 'nature', 's approchant', 'quelques', 'metre', 'vote', 'dire', 'bonjour', 'l incontournable', 'dome', 'toboggan', 'diver', 'vary', 'beaucoup', 'monde', 'd attente', 'attraction', 'neanmoins', 'bien', 'equip', 'trois', 'niveaux', 'finition', 'premier', 'sen', 'suffisant']","['repos', 'milieu', 'natur', 's approch', 'quelqu', 'metr', 'vot', 'dir', 'bonjour', 'l incontourn', 'dom', 'toboggan', 'diver', 'var', 'beaucoup', 'mond', 'd attent', 'attract', 'neanmoin', 'bien', 'equip', 'trois', 'niveau', 'finit', 'premi', 'sen', 'suffis']"
655,Center Parcs Le Bois aux Daims,22 juillet 2018,2,"Cottage sale (notre fille marche à 4 pattes et avait les genoux noirs au bout de 5 minutes de présence dans le cottage) vaisselle sale (reste de nourriture collé), toilettes  dégoûtante (l'ancien occupant avait laissé sa ",fr,"Si vous aimez la propreté, faites demi-tour...", juillet 2018,"['sale', 'fille', 'marche', 'pattes', 'genoux', 'noirs', 'bout', 'minutes', 'presence', 'vaisselle', 'sale', 'nourriture', 'colle', 'toilettes', 'degoûtante', 'l ancien', 'occupant', 'laisse']","['sale', 'fille', 'marche', 'pattes', 'genoux', 'noirs', 'bout', 'minute', 'presence', 'vaisselle', 'sale', 'nourriture', 'colle', 'toilette', 'degoûtante', 'l ancien', 'occupant', 'laisse']","['sal', 'fill', 'march', 'patt', 'genoux', 'noir', 'bout', 'minut', 'presenc', 'vaissel', 'sal', 'nourritur', 'coll', 'toilet', 'degoût', 'l ancien', 'occup', 'laiss']"
656,Center Parcs Le Bois aux Daims,22 juillet 2018,3,"Les parkings n'ont pas d'ombre. Toutes les activités sont payantes et relativement cher sauf Aqua Modo  et encore il arrive que certaine activités ne soit pas accessibles car bloquées pour des activités payantes. Cottage 964 agréable, sans doute rénové, bons matelas. Dommage que les assiettes soit trop grandes pour passer au lave vaisselle !     ",fr,Long séjour, juillet 2018,"['parkings', 'n ont', 'd ombre', 'activites', 'payantes', 'relativement', 'cher', 'sauf', 'modo', 'encore', 'arrive', 'certaine', 'activites', 'accessibles', 'bloquees', 'activites', 'payantes', '964', 'agreable', 'doute', 'renove', 'bons', 'matelas', 'dommage', 'assiettes', 'grandes', 'lave', 'vaisselle']","['park', 'n ont', 'd ombre', 'activites', 'payantes', 'relativement', 'cher', 'sauf', 'modo', 'encore', 'arrive', 'certaine', 'activites', 'accessibles', 'bloquees', 'activites', 'payantes', '964', 'agreable', 'doute', 'renove', 'bons', 'matelas', 'dommage', 'assiettes', 'grandes', 'lave', 'vaisselle']","['parking', 'n ont', 'd ombr', 'activit', 'pai', 'relat', 'cher', 'sauf', 'modo', 'encor', 'arriv', 'certain', 'activit', 'accessibl', 'bloque', 'activit', 'pai', '964', 'agreabl', 'dout', 'renov', 'bon', 'matel', 'dommag', 'assiet', 'grand', 'lav', 'vaissel']"
657,Center Parcs Le Bois aux Daims,22 juillet 2018,1,"Si vous cherchez un endroit reposant, en harmonie avec la nature et bon rapport qualité / prix passez votre chemin..! Center park c'est tout l'inverse; Tourisme de masse et très mauvais rapport qualité/prix; , bungalow les uns à côté des autres (lotissement de bungalows), parkings très loin des bungalows et les bungalows très loin de l'espace piscine...prévoyez donc un budget supplémentaire pour louer vélo ou voiturette...rassurez vous tout est bien pensé pour vous faire payer un Max de suppléments hors de prix( toutes les activités, nourriture pour animaux, animations soir...). Et malgré cela, on sent que tout est tiré à l'économie ; jardins, allées pas entretenus ( méfiez vous des photos sur leur site car cela ne reflète pas du tout la réalité), personnel pas qualifié, pas formé, manager inexistant...Activités bateau ne marche pas mais on vous fait payer quand même, système de réservation des activités qui ne marche pasLe parc en lui même est vraiment artificiel et l'espace \u00ab\u00a0dôme\u00a0\u00bb ressemble à un hall d'aéroport..Et les piscines sont des piscines municipales bondées de monde, oubliez nager une brasse...Concernant le service hôtelier, une catastrophe..normal vu le manque de professionnalisme et d'expérience du personnel...\u00c0 titre d'exemple, sachez que pour vous faire livrer dans votre bungalows, il faut prévenir 24h avant...commander sur Amazone est plus rapide...;)Côté restaurant, nourriture moyenne et rien de diététique...Type Quick, flunch..et pas d'eau de prévu dans les menus enfants...quant au service, on est toujours dans l'amateurisme...; plats qui n'arrivent pas en même temps, erreur dans menu...En résumé, l'Objectif est clair pour les actionnaires de Centerpark: Faire rentrer un maximum d'argent en économisant un maximum sur les frais de fonctionnement. Tout cela pour faire de la marge au détriment de la qualité et du service. On est loin de l'esprit ecolo et du respect de la nature mais plutôt dans le marketing et le business...",fr,Tourisme de masse. Mauvais qualité/prix , juillet 2018,"['cherchez', 'endroit', 'reposant', 'harmonie', 'nature', 'bon', 'qualite', 'prix', 'passez', 'chemin  ', 'park', 'l inverse', 'tourisme', 'masse', 'mauvais', 'qualite prix', 'bungalow', 'uns', 'cote', 'lotissement', 'bungalows', 'parkings', 'loin', 'bungalows', 'bungalows', 'loin', 'l espace', 'piscine', 'prevoyez', 'budget', 'supplementaire', 'louer', 'velo', 'voiturette', 'rassurez', 'bien', 'pense', 'payer', 'max', 'supplements', 'hors', 'prix', 'activites', 'nourriture', 'animaux', 'animations', 'soir', 'sent', 'tire', 'l economie', 'jardins', 'allees', 'entretenus', 'mefiez', 'photos', 'reflete', 'realite', 'personnel', 'qualifie', 'forme', 'manager', 'inexistant', 'activites', 'bateau', 'marche', 'payer', 'systeme', 'reservation', 'activites', 'marche', 'pasle', 'artificiel', 'l espace', ' u00ab u00a0dome u00a0 u00bb', 'ressemble', 'hall', 'd aeroport  et', 'piscines', 'piscines', 'municipales', 'bondees', 'monde', 'oubliez', 'nager', 'brasse', 'concernant', 'service', 'hotelier', 'catastrophe  normal', 'manque', 'professionnalisme', 'd experience', 'personnel', ' u00c0', 'titre', 'd exemple', 'sachez', 'livrer', 'bungalows', 'prevenir', '24h', 'commander', 'amazone', 'rapide', 'cote', 'restaurant', 'nourriture', 'moyenne', 'dietetique', 'type', 'quick', 'flunch  et', 'd eau', 'prevu', 'menus', 'enfants', 'quant', 'service', 'l amateurisme', 'plats', 'n arrivent', 'temps', 'erreur', 'menu', 'resume', 'l objectif', 'clair', 'actionnaires', 'centerpark', 'rentrer', 'maximum', 'd argent', 'economisant', 'maximum', 'frais', 'fonctionnement', 'marge', 'detriment', 'qualite', 'service', 'loin', 'l esprit', 'ecolo', 'respect', 'nature', 'plutot', 'marketing', 'business']","['cherchez', 'endroit', 'reposant', 'harmonie', 'nature', 'bon', 'qualite', 'prix', 'passez', 'chemin  ', 'park', 'l inverse', 'tourisme', 'masse', 'mauvais', 'qualite prix', 'bungalow', 'un', 'cote', 'lotissement', 'bungalow', 'park', 'loin', 'bungalow', 'bungalow', 'loin', 'l espace', 'piscine', 'prevoyez', 'budget', 'supplementaire', 'louer', 'velo', 'voiturette', 'rassurez', 'bien', 'pense', 'payer', 'max', 'supplement', 'hors', 'prix', 'activites', 'nourriture', 'animaux', 'animation', 'soir', 'send', 'tire', 'l economie', 'jardins', 'allees', 'entretenus', 'mefiez', 'photo', 'reflete', 'realite', 'personnel', 'qualifie', 'forme', 'manager', 'inexistant', 'activites', 'bateau', 'marche', 'payer', 'systeme', 'reservation', 'activites', 'marche', 'pasle', 'artificiel', 'l espace', ' u00ab u00a0dome u00a0 u00bb', 'ressemble', 'hall', 'd aeroport  et', 'piscines', 'piscines', 'municipales', 'bondees', 'monde', 'oubliez', 'nager', 'brasse', 'concernant', 'service', 'hotelier', 'catastrophe  normal', 'manque', 'professionnalisme', 'd experience', 'personnel', ' u00c0', 'titre', 'd exemple', 'sachez', 'livrer', 'bungalow', 'prevenir', '24h', 'commander', 'amazone', 'rapide', 'cote', 'restaurant', 'nourriture', 'moyenne', 'dietetique', 'type', 'quick', 'flunch  et', 'd eau', 'prevu', 'menu', 'enfants', 'quant', 'service', 'l amateurisme', 'plat', 'n arrivent', 'temp', 'erreur', 'menu', 'resume', 'l objectif', 'clair', 'actionnaires', 'centerpark', 'rentrer', 'maximum', 'd argent', 'economisant', 'maximum', 'frais', 'fonctionnement', 'marge', 'detriment', 'qualite', 'service', 'loin', 'l esprit', 'ecolo', 'respect', 'nature', 'plutot', 'market', 'business']","['cherch', 'endroit', 'repos', 'harmon', 'natur', 'bon', 'qualit', 'prix', 'pass', 'chemin  ', 'park', 'l invers', 'tourism', 'mass', 'mauv', 'qualite prix', 'bungalow', 'un', 'cot', 'lot', 'bungalow', 'parking', 'loin', 'bungalow', 'bungalow', 'loin', 'l espac', 'piscin', 'prevoi', 'budget', 'supplementair', 'lou', 'velo', 'voituret', 'rassur', 'bien', 'pens', 'pai', 'max', 'suppl', 'hor', 'prix', 'activit', 'nourritur', 'animal', 'anim', 'soir', 'sent', 'tir', 'l econom', 'jardin', 'alle', 'entretenus', 'mef', 'photos', 'reflet', 'realit', 'personnel', 'qualif', 'form', 'manag', 'inexist', 'activit', 'bateau', 'march', 'pai', 'system', 'reserv', 'activit', 'march', 'pasl', 'artificiel', 'l espac', ' u00ab u00a0dome u00a0 u00bb', 'ressembl', 'hall', 'd aeroport  et', 'piscin', 'piscin', 'municipal', 'bonde', 'mond', 'oubl', 'nag', 'brass', 'concern', 'servic', 'hoteli', 'catastrophe  normal', 'manqu', 'professionnal', 'd experient', 'personnel', ' u00c0', 'titr', 'd exempl', 'sach', 'livr', 'bungalow', 'preven', '24h', 'command', 'amazon', 'rapid', 'cot', 'restaur', 'nourritur', 'moyen', 'dietet', 'typ', 'quick', 'flunch  et', 'd eau', 'prevu', 'menus', 'enfant', 'quant', 'servic', 'l amateur', 'plat', 'n arrivent', 'temp', 'erreur', 'menu', 'resum', 'l object', 'clair', 'actionnair', 'centerpark', 'rentr', 'maximum', 'd argent', 'economis', 'maximum', 'frais', 'fonction', 'marg', 'detr', 'qualit', 'servic', 'loin', 'l espr', 'ecolo', 'respect', 'natur', 'plutot', 'marketing', 'business']"
658,Center Parcs Le Bois aux Daims,23 juillet 2018,4,"Habitué depuis plusieurs années maintenant a Center parcs , nous changeons chaque année pour les tester tous.Cette année c étais au tour du Bois aux Daims et nous devons dire que nous en sommes superbement satisfait . Entretiens constant , amabilité ( comme dans tous les autres center parcs ) , sens pratique , cottage propre et entretenu ( pour notre part Cottage VIP ) et en prime nous avons même eux la visites de Daims a plusieurs reprise au seins même de notre cottage Le seul bémol est la prix pratiqué sur place ( surtout sur les boissons ) .Globalement , un super parcs reliant détente , amusement et bon souvenirs .",fr,"Propre , convivial ,.... enfin la total quoi ;)", juillet 2018,"['habitue', 'depuis', 'plusieurs', 'annees', 'maintenant', 'changeons', 'chaque', 'annee', 'tester', 'tous cette', 'annee', 'tour', 'devons', 'dire', 'superbement', 'satisfait', 'entretiens', 'constant', 'amabilite', 'sens', 'pratique', 'propre', 'entretenu', 'part', 'vip', 'prime', 'visites', 'plusieurs', 'reprise', 'seins', 'seul', 'bemol', 'prix', 'pratique', 'place', 'boissons', ' globalement', 'super', 'reliant', 'detente', 'amusement', 'bon', 'souvenirs']","['habitue', 'depuis', 'plusieurs', 'annees', 'maintenant', 'changeons', 'chaque', 'annee', 'tester', 'tous cette', 'annee', 'tour', 'devon', 'dire', 'superbement', 'satisfait', 'entretiens', 'constant', 'amabilite', 'sen', 'pratique', 'propre', 'entretenu', 'part', 'vip', 'prime', 'visit', 'plusieurs', 'reprise', 'seins', 'seul', 'bemol', 'prix', 'pratique', 'place', 'boissons', ' globalement', 'super', 'reliant', 'detente', 'amusement', 'bon', 'souvenir']","['habitu', 'depuis', 'plusieur', 'anne', 'mainten', 'changeon', 'chaqu', 'anne', 'test', 'tous cet', 'anne', 'tour', 'devon', 'dir', 'superb', 'satisf', 'entretien', 'const', 'amabilit', 'sen', 'pratiqu', 'propr', 'entretenu', 'part', 'vip', 'prim', 'visit', 'plusieur', 'repris', 'sein', 'seul', 'bemol', 'prix', 'pratiqu', 'plac', 'boisson', ' global', 'sup', 'reli', 'detent', 'amus', 'bon', 'souvenir']"
659,Center Parcs Le Bois aux Daims,17 juillet 2018,4,"Moment de détente en famille agréable et permettant de se couper du reste.Pas de voiture dans le parc ce qui permet de se promener à pieds ou vélo sans soucis et en sécurité.Aqua mundo super... Grand espace eau chaude. Nombreux toboggans et espace de nage.Lits confortables. Réservé cottage 4 personnes non disponible avant l'arrivée donc mise à disposition cottage 6 personnes au même prixNombreux appareils électroménagers.Prix des activités qui reste élevé. Réservation cottage VIP . Très dé\u00e7ue de la prestation car cottage mal entretenu et très très sale. Douches sales. Blattes, nombreuses araignées ... Moustiques qui auraient nécessité une moustiquaire sur une fenêtre au moins pour aérerVélos mal entretenus. Personnel agréable. Ils ne sont pas responsables si certaines personnes ne sont pas respectueuses du matériel loué.Séjour agréable. Mais au vu du prix de center parcs... Je m'attendais à plus de qualité. ",fr,vacances  en famille, juillet 2018,"['moment', 'detente', 'famille', 'agreable', 'permettant', 'couper', 'reste pas', 'voiture', 'permet', 'promener', 'pieds', 'velo', 'soucis', 'securite aqua', 'super', 'grand', 'espace', 'eau', 'chaude', 'nombreux', 'toboggans', 'espace', 'nage lits', 'confortables', 'reserve', 'personnes', 'disponible', 'l arrivee', 'mise', 'disposition', 'personnes', 'prixnombreux', 'appareils', 'electromenagers prix', 'activites', 'eleve', 'reservation', 'vip', 'de u00e7ue', 'prestation', 'mal', 'entretenu', 'sale', 'douches', 'sales', 'blattes', 'nombreuses', 'araignees', 'moustiques', 'necessite', 'moustiquaire', 'fenetre', 'aerervelos', 'mal', 'entretenus', 'personnel', 'agreable', 'responsables', 'certaines', 'personnes', 'respectueuses', 'materiel', 'loue sejour', 'agreable', 'prix', 'm attendais', 'qualite']","['moment', 'detente', 'famille', 'agreable', 'permettant', 'couper', 'reste pas', 'voiture', 'permet', 'promener', 'pieds', 'velo', 'soucis', 'securite aqua', 'super', 'grand', 'espace', 'eau', 'chaude', 'nombreux', 'toboggan', 'espace', 'nage lits', 'confortables', 'reserve', 'personnes', 'disponible', 'l arrivee', 'mise', 'disposition', 'personnes', 'prixnombreux', 'appareils', 'electromenagers prix', 'activites', 'eleve', 'reservation', 'vip', 'de u00e7ue', 'prestation', 'mal', 'entretenu', 'sale', 'douche', 'sale', 'blattes', 'nombreuses', 'araignees', 'moustiques', 'necessite', 'moustiquaire', 'fenetre', 'aerervelos', 'mal', 'entretenus', 'personnel', 'agreable', 'responsables', 'certaines', 'personnes', 'respectueuses', 'materiel', 'loue sejour', 'agreable', 'prix', 'm attendais', 'qualite']","['moment', 'detent', 'famill', 'agreabl', 'permet', 'coup', 'reste p', 'voitur', 'permet', 'promen', 'pied', 'velo', 'souc', 'securite aqu', 'sup', 'grand', 'espac', 'eau', 'chaud', 'nombreux', 'toboggan', 'espac', 'nage lit', 'confort', 'reserv', 'person', 'disponibl', 'l arrive', 'mis', 'disposit', 'person', 'prixnombr', 'appareil', 'electromenagers prix', 'activit', 'elev', 'reserv', 'vip', 'de u00e7u', 'prestat', 'mal', 'entretenu', 'sal', 'douch', 'sal', 'blatt', 'nombreux', 'araigne', 'moustiqu', 'necessit', 'moustiquair', 'fenetr', 'aerervelos', 'mal', 'entretenus', 'personnel', 'agreabl', 'respons', 'certain', 'person', 'respectu', 'materiel', 'loue sejour', 'agreabl', 'prix', 'm attend', 'qualit']"
660,Center Parcs Le Bois aux Daims,18 juillet 2018,2,"Le rapport qualité/prix est très sérieusement à revoir. Pour 5 jours, nous avions réservé un cottage prenium, qui normalement était à un prix de 1300\u20ac. Fort heureusement nous avions eu une réduction sur ventes privées...! Nous sommes arrivés nous avons trouvé des insectes dans un tiroir, des taches partout sur les canapés, de la vaisselle pas propre du tout, et pour couronner le tout, pas de télé le premier jour. L'hygiène est vraiment à revoir, nous avons trouvé des moustiques écrasés sur les murs, etc.Au prix du cottage, c'est inadmissible! Pour une réservation qui normalement est à 1300\u20ac, c'est cher payé.Heureusement que les activités sont là pour relever le niveau, et que les soigneurs animaliers etc sont agréables. Car pour le service technique de la télé, nous ne pouvons pas en dire autant.",fr,Que de déceptions!, juillet 2018,"['qualite prix', 'serieusement', 'revoir', 'reserve', 'prenium', 'normalement', 'prix', '1300 u20ac', 'fort', 'heureusement', 'reduction', 'ventes', 'privees', 'arrives', 'trouve', 'insectes', 'tiroir', 'taches', 'partout', 'canapes', 'vaisselle', 'propre', 'couronner', 'tele', 'premier', 'jour', 'l hygiene', 'revoir', 'trouve', 'moustiques', 'ecrases', 'murs', 'etc au', 'prix', 'inadmissible', 'reservation', 'normalement', '1300 u20ac', 'cher', 'paye heureusement', 'activites', 'relever', 'soigneurs', 'animaliers', 'etc', 'agreables', 'service', 'technique', 'tele', 'pouvons', 'dire', 'autant']","['qualite prix', 'serieusement', 'revoir', 'reserve', 'prenium', 'normalement', 'prix', '1300 u20ac', 'fort', 'heureusement', 'reduction', 'vent', 'privees', 'arrive', 'trouve', 'insectes', 'tiroir', 'tach', 'partout', 'canape', 'vaisselle', 'propre', 'couronner', 'tele', 'premier', 'jour', 'l hygiene', 'revoir', 'trouve', 'moustiques', 'ecrases', 'murs', 'etc au', 'prix', 'inadmissible', 'reservation', 'normalement', '1300 u20ac', 'cher', 'paye heureusement', 'activites', 'relever', 'soigneurs', 'animaliers', 'etc', 'agreables', 'service', 'technique', 'tele', 'pouvons', 'dire', 'autant']","['qualite prix', 'serieux', 'revoir', 'reserv', 'prenium', 'normal', 'prix', '1300 u20ac', 'fort', 'heureux', 'reduct', 'vent', 'prive', 'arriv', 'trouv', 'insect', 'tiroir', 'tach', 'partout', 'canap', 'vaissel', 'propr', 'couron', 'tel', 'premi', 'jour', 'l hygien', 'revoir', 'trouv', 'moustiqu', 'ecras', 'mur', 'etc au', 'prix', 'inadmissibl', 'reserv', 'normal', '1300 u20ac', 'cher', 'paye heur', 'activit', 'relev', 'soigneur', 'animali', 'etc', 'agreabl', 'servic', 'techniqu', 'tel', 'pouvon', 'dir', 'aut']"
661,Center Parcs Le Bois aux Daims,18 juillet 2018,2,"Ce parc à tout pour plaire ! Gros, même très gros problème ce sont les cottages ...  un cottage prenium à 1300\u20ac les 4 nuits et des prestations médiocres clairement. Au premier abord au ce dit que c'est très bien mais quand on commence à ouvrir un tiroir pour y découvrir la vaisselle et que l'on trouve un pince oreille à l'intérieur \u00e7a vous fait tout drôle ! Je ne parle pas du canapé taché de partout et des moustiques qui décorent les murs et le plafond de toutes les pièces ! De plus la climatisation n'existe pas pour ce prix très élevé et le premier soir quand on a appelé le service technique pour signaler qu'on n'avait plus de signal sur notre télévision on nous a répondu \u00ab\u00a0je ne suis pas en astreinte ce soir personne ne peut vous aider vous attendrez demain matin\u00a0\u00bb ! De plus vous avez de la chance si vous voyez des daims devant votre terrasse car la plupart du temps les gamins leurs cours après en croyant que c'est un chien ! Soit dit en passant les jardins ne sont pas séparé et il nous est arrivé de voir des gamins jouer dans notre jardin et même un est rentrer dans notre location puis s'est rendu compte de \u00e7a bêtise et est reparti sans s'excuser ! Incroyable !Le seul point positif de ce séjour ce sont les deux activités que nous avons effectué (toute payante par ailleurs ! Sortez encore votre porte-monnaie) la balade à la découverte des daims et l'aqua balnéo qui nous ont bien plu. Résumé de ce séjour : le rapport qualité prix est exécrable je déconseille, seules les activités et la découverte des animaux est bien. Je ne compte pas revenir de sitôt.",fr,Pas satisfait, juillet 2018,"['plaire', 'gros', 'gros', 'probleme', 'prenium', '1300 u20ac', 'nuits', 'prestations', 'mediocres', 'clairement', 'premier', 'abord', 'bien', 'commence', 'ouvrir', 'tiroir', 'decouvrir', 'vaisselle', 'l on', 'pince', 'oreille', 'l interieur', ' u00e7a', 'drole', 'parle', 'canape', 'tache', 'partout', 'moustiques', 'decorent', 'murs', 'plafond', 'pieces', 'climatisation', 'n existe', 'prix', 'eleve', 'premier', 'soir', 'appele', 'service', 'technique', 'signaler', 'qu on', 'n avait', 'signal', 'television', 'repondu', ' u00ab u00a0je', 'astreinte', 'soir', 'personne', 'aider', 'attendrez', 'demain', 'matin u00a0 u00bb', 'chance', 'voyez', 'terrasse', 'plupart', 'temps', 'gamins', 'leurs', 'cours', 'apres', 'croyant', 'chien', 'passant', 'jardins', 'separe', 'arrive', 'gamins', 'jouer', 'jardin', 'rentrer', 'location', 'puis', 's est', 'rendu', 'compte', ' u00e7a', 'betise', 'reparti', 's excuser', 'incroyable', 'seul', 'point', 'positif', 'deux', 'activites', 'effectue', 'payante', 'ailleurs', 'sortez', 'encore', 'porte monnaie', 'balade', 'decouverte', 'l aqua', 'balneo', 'bien', 'plu', 'resume', 'qualite', 'prix', 'execrable', 'deconseille', 'seules', 'activites', 'decouverte', 'animaux', 'bien', 'compte', 'revenir', 'sitot']","['plaire', 'gros', 'gros', 'probleme', 'prenium', '1300 u20ac', 'nuits', 'prestations', 'mediocres', 'clairement', 'premier', 'abord', 'bien', 'commence', 'ouvrir', 'tiroir', 'decouvrir', 'vaisselle', 'l on', 'pince', 'oreille', 'l interieur', ' u00e7a', 'drole', 'parle', 'canape', 'tache', 'partout', 'moustiques', 'decorent', 'murs', 'plafond', 'piece', 'climatisation', 'n existe', 'prix', 'eleve', 'premier', 'soir', 'appele', 'service', 'technique', 'signaler', 'qu on', 'n avait', 'signal', 'television', 'repondu', ' u00ab u00a0je', 'astreinte', 'soir', 'personne', 'aider', 'attendrez', 'demain', 'matin u00a0 u00bb', 'chance', 'voyez', 'terrasse', 'plupart', 'temp', 'gamin', 'leurs', 'cours', 'apres', 'croyant', 'chien', 'passant', 'jardins', 'separe', 'arrive', 'gamin', 'jouer', 'jardin', 'rentrer', 'location', 'puis', 's est', 'rendu', 'compte', ' u00e7a', 'betise', 'reparti', 's excuser', 'incroyable', 'seul', 'point', 'positif', 'deux', 'activites', 'effectue', 'payante', 'ailleurs', 'sortez', 'encore', 'porte monnaie', 'balade', 'decouverte', 'l aqua', 'balneo', 'bien', 'plu', 'resume', 'qualite', 'prix', 'execrable', 'deconseille', 'seules', 'activites', 'decouverte', 'animaux', 'bien', 'compte', 'revenir', 'sitot']","['plair', 'gros', 'gros', 'problem', 'prenium', '1300 u20ac', 'nuit', 'prestat', 'mediocr', 'clair', 'premi', 'abord', 'bien', 'commenc', 'ouvr', 'tiroir', 'decouvr', 'vaissel', 'l on', 'pinc', 'oreil', 'l interieur', ' u00e7', 'drol', 'parl', 'canap', 'tach', 'partout', 'moustiqu', 'decorent', 'mur', 'plafond', 'piec', 'climatis', 'n exist', 'prix', 'elev', 'premi', 'soir', 'appel', 'servic', 'techniqu', 'signal', 'qu on', 'n av', 'signal', 'televis', 'repondu', ' u00ab u00a0j', 'astreint', 'soir', 'person', 'aid', 'attendr', 'demain', 'matin u00a0 u00bb', 'chanc', 'voi', 'terr', 'plupart', 'temp', 'gamin', 'leur', 'cour', 'apre', 'croi', 'chien', 'pass', 'jardin', 'separ', 'arriv', 'gamin', 'jou', 'jardin', 'rentr', 'locat', 'puis', 's est', 'rendu', 'compt', ' u00e7', 'betis', 'repart', 's excus', 'incroi', 'seul', 'point', 'posit', 'deux', 'activit', 'effectu', 'pai', 'ailleur', 'sort', 'encor', 'porte monnai', 'balad', 'decouvert', 'l aqu', 'balneo', 'bien', 'plu', 'resum', 'qualit', 'prix', 'execr', 'deconseil', 'seul', 'activit', 'decouvert', 'animal', 'bien', 'compt', 'reven', 'sitot']"
